RECORD_ID,LOAN_ID,PERIOD,PAYMENT_DATE,BEGINING_BALANCE,PAYMENT_AMOUNT,PAYMENT_PRINCIPLE,PAYMENT_INTEREST,ENDING_BALANCE,PAID,DATE,CREATED_BY,CREATED_DT,TRANS_REF
253469,175668,6,28/05/2021,22893549,570958,288322,282636,22322591,N,NULL,9,16/12/2020,NULL
253470,175668,7,28/06/2021,22601623,570958,291926,279032,22030665,N,NULL,9,16/12/2020,NULL
253471,175668,8,28/07/2021,22306048,570958,295575,275383,21735090,N,NULL,9,16/12/2020,NULL
253472,175668,9,28/08/2021,22006778,570958,299270,271689,21435820,N,NULL,9,16/12/2020,NULL
253473,175668,10,28/09/2021,21703767,570958,303011,267948,21132809,N,NULL,9,16/12/2020,NULL
253474,175668,11,28/10/2021,21396969,570958,306798,264160,20826011,N,NULL,9,16/12/2020,NULL
253475,175668,12,28/11/2021,21086336,570958,310633,260325,20515378,N,NULL,9,16/12/2020,NULL
253476,175668,13,28/12/2021,20771820,570958,314516,256442,20200862,N,NULL,9,16/12/2020,NULL
253477,175668,14,28/01/2022,20453372,570958,318448,252511,19882414,N,NULL,9,16/12/2020,NULL
253478,175668,15,28/02/2022,20130944,570958,322428,248530,19559986,N,NULL,9,16/12/2020,NULL
253479,175668,16,28/03/2022,19804486,570958,326458,244500,19233528,N,NULL,9,16/12/2020,NULL
253480,175668,17,28/04/2022,19473947,570958,330539,240419,18902989,N,NULL,9,16/12/2020,NULL
253481,175668,18,28/05/2022,19139276,570958,334671,236287,18568318,N,NULL,9,16/12/2020,NULL
253482,175668,19,28/06/2022,18800422,570958,338854,232104,18229464,N,NULL,9,16/12/2020,NULL
253483,175668,20,28/07/2022,18457332,570958,343090,227868,17886374,N,NULL,9,16/12/2020,NULL
253484,175668,21,28/08/2022,18109953,570958,347379,223580,17538995,N,NULL,9,16/12/2020,NULL
253485,175668,22,28/09/2022,17758232,570958,351721,219237,17187274,N,NULL,9,16/12/2020,NULL
253486,175668,23,28/10/2022,17402115,570958,356117,214841,16831157,N,NULL,9,16/12/2020,NULL
253487,175668,24,28/11/2022,17041546,570958,360569,210389,16470588,N,NULL,9,16/12/2020,NULL
253488,175668,25,28/12/2022,16676470,570958,365076,205882,16105512,N,NULL,9,16/12/2020,NULL
253489,175668,26,28/01/2023,16306831,570958,369639,201319,15735873,N,NULL,9,16/12/2020,NULL
253490,175668,27,28/02/2023,15932571,570958,374260,196698,15361613,N,NULL,9,16/12/2020,NULL
253491,175668,28,28/03/2023,15553633,570958,378938,192020,14982675,N,NULL,9,16/12/2020,NULL
253492,175668,29,28/04/2023,15169958,570958,383675,187283,14599000,N,NULL,9,16/12/2020,NULL
253493,175668,30,28/05/2023,14781487,570958,388471,182487,14210529,N,NULL,9,16/12/2020,NULL
253494,175668,31,28/06/2023,14388160,570958,393327,177632,13817202,N,NULL,9,16/12/2020,NULL
253495,175668,32,28/07/2023,13989917,570958,398243,172715,13418959,N,NULL,9,16/12/2020,NULL
253496,175668,33,28/08/2023,13586696,570958,403221,167737,13015738,N,NULL,9,16/12/2020,NULL
253497,175668,34,28/09/2023,13178434,570958,408262,162697,12607476,N,NULL,9,16/12/2020,NULL
253498,175668,35,28/10/2023,12765069,570958,413365,157593,12194111,N,NULL,9,16/12/2020,NULL
253499,175668,36,28/11/2023,12346537,570958,418532,152426,11775579,N,NULL,9,16/12/2020,NULL
253500,175668,37,28/12/2023,11922773,570958,423764,147195,11351815,N,NULL,9,16/12/2020,NULL
253501,175668,38,28/01/2024,11493712,570958,429061,141898,10922754,N,NULL,9,16/12/2020,NULL
253502,175668,39,28/02/2024,11059288,570958,434424,136534,10488330,N,NULL,9,16/12/2020,NULL
253503,175668,40,28/03/2024,10619434,570958,439854,131104,10048476,N,NULL,9,16/12/2020,NULL
253504,175668,41,28/04/2024,10174082,570958,445352,125606,9603124,N,NULL,9,16/12/2020,NULL
253505,175668,42,28/05/2024,9723163,570958,450919,120039,9152205,N,NULL,9,16/12/2020,NULL
253506,175668,43,28/06/2024,9266607,570958,456556,114403,8695649,N,NULL,9,16/12/2020,NULL
253507,175668,44,28/07/2024,8804344,570958,462263,108696,8233386,N,NULL,9,16/12/2020,NULL
253508,175668,45,28/08/2024,8336303,570958,468041,102917,7765345,N,NULL,9,16/12/2020,NULL
253509,175668,46,28/09/2024,7862411,570958,473892,97067,7291453,N,NULL,9,16/12/2020,NULL
253510,175668,47,28/10/2024,7382596,570958,479815,91143,6811638,N,NULL,9,16/12/2020,NULL
253511,175668,48,28/11/2024,6896783,570958,485813,85145,6325825,N,NULL,9,16/12/2020,NULL
253512,175668,49,28/12/2024,6404897,570958,491886,79073,5833939,N,NULL,9,16/12/2020,NULL
253513,175668,50,28/01/2025,5906863,570958,498034,72924,5335905,N,NULL,9,16/12/2020,NULL
253514,175668,51,28/02/2025,5402604,570958,504259,66699,4831646,N,NULL,9,16/12/2020,NULL
253515,175668,52,28/03/2025,4892041,570958,510563,60396,4321083,N,NULL,9,16/12/2020,NULL
253516,175668,53,28/04/2025,4375096,570958,516945,54014,3804138,N,NULL,9,16/12/2020,NULL
253517,175668,54,28/05/2025,3851689,570958,523407,47552,3280731,N,NULL,9,16/12/2020,NULL
253518,175668,55,28/06/2025,3321740,570958,529949,41009,2750782,N,NULL,9,16/12/2020,NULL
253519,175668,56,28/07/2025,2785166,570958,536574,34385,2214208,N,NULL,9,16/12/2020,NULL
253520,175668,57,28/08/2025,2241885,570958,543281,27678,1670927,N,NULL,9,16/12/2020,NULL
253521,175668,58,28/09/2025,1691813,570958,550072,20887,1120855,N,NULL,9,16/12/2020,NULL
253522,175668,59,28/10/2025,1134865,570958,556948,14011,563907,N,NULL,9,16/12/2020,NULL
253523,175668,60,28/11/2025,570956,570958,563907,7049,0,N,NULL,9,16/12/2020,NULL
253524,175669,1,30/12/2020,40500000,951597,451597,500000,39548403,N,NULL,9,16/12/2020,NULL
253525,175669,2,30/01/2021,40042758,951597,457242,494355,39091161,N,NULL,9,16/12/2020,NULL
253526,175669,3,28/02/2021,39579800,951597,462958,488640,38628203,N,NULL,9,16/12/2020,NULL
253527,175669,4,28/03/2021,39111055,951597,468745,482853,38159458,N,NULL,9,16/12/2020,NULL
253528,175669,5,28/04/2021,38636451,951597,474604,476993,37684854,N,NULL,9,16/12/2020,NULL
253529,175669,6,28/05/2021,38155914,951597,480537,471061,37204317,N,NULL,9,16/12/2020,NULL
253530,175669,7,28/06/2021,37669371,951597,486543,465054,36717774,N,NULL,9,16/12/2020,NULL
253531,175669,8,28/07/2021,37176746,951597,492625,458972,36225149,N,NULL,9,16/12/2020,NULL
253532,175669,9,28/08/2021,36677963,951597,498783,452814,35726366,N,NULL,9,16/12/2020,NULL
253533,175669,10,28/09/2021,36172945,951597,505018,446580,35221348,N,NULL,9,16/12/2020,NULL
253534,175669,11,28/10/2021,35661615,951597,511330,440267,34710018,N,NULL,9,16/12/2020,NULL
253535,175669,12,28/11/2021,35143893,951597,517722,433875,34192296,N,NULL,9,16/12/2020,NULL
253536,175669,13,28/12/2021,34619700,951597,524193,427404,33668103,N,NULL,9,16/12/2020,NULL
253537,175669,14,28/01/2022,34088954,951597,530746,420851,33137357,N,NULL,9,16/12/2020,NULL
253538,175669,15,28/02/2022,33551574,951597,537380,414217,32599977,N,NULL,9,16/12/2020,NULL
253539,175669,16,28/03/2022,33007477,951597,544097,407500,32055880,N,NULL,9,16/12/2020,NULL
253540,175669,17,28/04/2022,32456578,951597,550899,400698,31504981,N,NULL,9,16/12/2020,NULL
253541,175669,18,28/05/2022,31898793,951597,557785,393812,30947196,N,NULL,9,16/12/2020,NULL
253542,175669,19,28/06/2022,31334036,951597,564757,386840,30382439,N,NULL,9,16/12/2020,NULL
253543,175669,20,28/07/2022,30762219,951597,571817,379780,29810622,N,NULL,9,16/12/2020,NULL
253544,175669,21,28/08/2022,30183255,951597,578964,372633,29231658,N,NULL,9,16/12/2020,NULL
253545,175669,22,28/09/2022,29597054,951597,586201,365396,28645457,N,NULL,9,16/12/2020,NULL
253546,175669,23,28/10/2022,29003525,951597,593529,358068,28051928,N,NULL,9,16/12/2020,NULL
253547,175669,24,28/11/2022,28402577,951597,600948,350649,27450980,N,NULL,9,16/12/2020,NULL
253548,175669,25,28/12/2022,27794117,951597,608460,343137,26842520,N,NULL,9,16/12/2020,NULL
253549,175669,26,28/01/2023,27178051,951597,616066,335531,26226454,N,NULL,9,16/12/2020,NULL
253550,175669,27,28/02/2023,26554284,951597,623767,327831,25602687,N,NULL,9,16/12/2020,NULL
253551,175669,28,28/03/2023,25922720,951597,631564,320034,24971123,N,NULL,9,16/12/2020,NULL
253552,175669,29,28/04/2023,25283262,951597,639458,312139,24331665,N,NULL,9,16/12/2020,NULL
253553,175669,30,28/05/2023,24635811,951597,647451,304146,23684214,N,NULL,9,16/12/2020,NULL
253554,175669,31,28/06/2023,23980266,951597,655545,296053,23028669,N,NULL,9,16/12/2020,NULL
253555,175669,32,28/07/2023,23316527,951597,663739,287858,22364930,N,NULL,9,16/12/2020,NULL
253556,175669,33,28/08/2023,22644491,951597,672036,279562,21692894,N,NULL,9,16/12/2020,NULL
253557,175669,34,28/09/2023,21964055,951597,680436,271161,21012458,N,NULL,9,16/12/2020,NULL
253558,175669,35,28/10/2023,21275114,951597,688941,262656,20323517,N,NULL,9,16/12/2020,NULL
253559,175669,36,28/11/2023,20577561,951597,697553,254044,19625964,N,NULL,9,16/12/2020,NULL
253560,175669,37,28/12/2023,19871288,951597,706273,245325,18919691,N,NULL,9,16/12/2020,NULL
253561,175669,38,28/01/2024,19156187,951597,715101,236496,18204590,N,NULL,9,16/12/2020,NULL
253562,175669,39,28/02/2024,18432147,951597,724040,227557,17480550,N,NULL,9,16/12/2020,NULL
253563,175669,40,28/03/2024,17699057,951597,733090,218507,16747460,N,NULL,9,16/12/2020,NULL
253564,175669,41,28/04/2024,16956803,951597,742254,209343,16005206,N,NULL,9,16/12/2020,NULL
253565,175669,42,28/05/2024,16205271,951597,751532,200065,15253674,N,NULL,9,16/12/2020,NULL
253566,175669,43,28/06/2024,15444345,951597,760926,190671,14492748,N,NULL,9,16/12/2020,NULL
253567,175669,44,28/07/2024,14673907,951597,770438,181159,13722310,N,NULL,9,16/12/2020,NULL
253568,175669,45,28/08/2024,13893839,951597,780068,171529,12942242,N,NULL,9,16/12/2020,NULL
253569,175669,46,28/09/2024,13104020,951597,789819,161778,12152423,N,NULL,9,16/12/2020,NULL
253570,175669,47,28/10/2024,12304328,951597,799692,151905,11352731,N,NULL,9,16/12/2020,NULL
253571,175669,48,28/11/2024,11494640,951597,809688,141909,10543043,N,NULL,9,16/12/2020,NULL
253572,175669,49,28/12/2024,10674831,951597,819809,131788,9723234,N,NULL,9,16/12/2020,NULL
253573,175669,50,28/01/2025,9844774,951597,830057,121540,8893177,N,NULL,9,16/12/2020,NULL
253574,175669,51,28/02/2025,9004342,951597,840432,111165,8052745,N,NULL,9,16/12/2020,NULL
253575,175669,52,28/03/2025,8153404,951597,850938,100659,7201807,N,NULL,9,16/12/2020,NULL
253576,175669,53,28/04/2025,7291829,951597,861575,90023,6340232,N,NULL,9,16/12/2020,NULL
253577,175669,54,28/05/2025,6419485,951597,872344,79253,5467888,N,NULL,9,16/12/2020,NULL
253578,175669,55,28/06/2025,5536236,951597,883249,68349,4584639,N,NULL,9,16/12/2020,NULL
253579,175669,56,28/07/2025,4641947,951597,894289,57308,3690350,N,NULL,9,16/12/2020,NULL
253580,175669,57,28/08/2025,3736479,951597,905468,46129,2784882,N,NULL,9,16/12/2020,NULL
253581,175669,58,28/09/2025,2819693,951597,916786,34811,1868096,N,NULL,9,16/12/2020,NULL
253582,175669,59,28/10/2025,1891447,951597,928246,23351,939850,N,NULL,9,16/12/2020,NULL
253583,175669,60,28/11/2025,951598,951597,939850,11748,0,N,NULL,9,16/12/2020,NULL
253584,175670,1,30/12/2020,16200000,1444133,1244133,200000,14755867,N,NULL,9,16/12/2020,NULL
253585,175670,2,30/01/2021,14940315,1444133,1259685,184448,13496182,N,NULL,9,16/12/2020,NULL
253586,175670,3,28/02/2021,13664884,1444133,1275431,168702,12220751,N,NULL,9,16/12/2020,NULL
253587,175670,4,28/03/2021,12373510,1444133,1291374,152759,10929377,N,NULL,9,16/12/2020,NULL
253588,175670,5,28/04/2021,11065994,1444133,1307516,136617,9621861,N,NULL,9,16/12/2020,NULL
253589,175670,6,28/05/2021,9742134,1444133,1323860,120273,8298001,N,NULL,9,16/12/2020,NULL
253590,175670,7,28/06/2021,8401726,1444133,1340408,103725,6957593,N,NULL,9,16/12/2020,NULL
253591,175670,8,28/07/2021,7044563,1444133,1357163,86970,5600430,N,NULL,9,16/12/2020,NULL
253592,175670,9,28/08/2021,5670435,1444133,1374128,70005,4226302,N,NULL,9,16/12/2020,NULL
253593,175670,10,28/09/2021,4279131,1444133,1391304,52829,2834998,N,NULL,9,16/12/2020,NULL
253594,175670,11,28/10/2021,2870435,1444133,1408696,35437,1426302,N,NULL,9,16/12/2020,NULL
253595,175670,12,28/11/2021,1444131,1444133,1426302,17829,0,N,NULL,9,16/12/2020,NULL
253596,175671,1,30/12/2020,8100000,190319,90319,100000,7909681,N,NULL,9,16/12/2020,NULL
253597,175671,2,30/01/2021,8008552,190319,91448,98871,7818233,N,NULL,9,16/12/2020,NULL
253598,175671,3,28/02/2021,7915960,190319,92592,97728,7725641,N,NULL,9,16/12/2020,NULL
253599,175671,4,28/03/2021,7822211,190319,93749,96571,7631892,N,NULL,9,16/12/2020,NULL
253600,175671,5,28/04/2021,7727290,190319,94921,95399,7536971,N,NULL,9,16/12/2020,NULL
253601,175671,6,28/05/2021,7631183,190319,96107,94212,7440864,N,NULL,9,16/12/2020,NULL
253602,175671,7,28/06/2021,7533874,190319,97309,93011,7343555,N,NULL,9,16/12/2020,NULL
253603,175671,8,28/07/2021,7435349,190319,98525,91794,7245030,N,NULL,9,16/12/2020,NULL
253604,175671,9,28/08/2021,7335592,190319,99757,90563,7145273,N,NULL,9,16/12/2020,NULL
253605,175671,10,28/09/2021,7234588,190319,101004,89316,7044269,N,NULL,9,16/12/2020,NULL
253606,175671,11,28/10/2021,7132322,190319,102266,88053,6942003,N,NULL,9,16/12/2020,NULL
253607,175671,12,28/11/2021,7028778,190319,103544,86775,6838459,N,NULL,9,16/12/2020,NULL
253608,175671,13,28/12/2021,6923939,190319,104839,85481,6733620,N,NULL,9,16/12/2020,NULL
253609,175671,14,28/01/2022,6817790,190319,106149,84170,6627471,N,NULL,9,16/12/2020,NULL
253610,175671,15,28/02/2022,6710314,190319,107476,82843,6519995,N,NULL,9,16/12/2020,NULL
253611,175671,16,28/03/2022,6601495,190319,108819,81500,6411176,N,NULL,9,16/12/2020,NULL
253612,175671,17,28/04/2022,6491315,190319,110180,80140,6300996,N,NULL,9,16/12/2020,NULL
253613,175671,18,28/05/2022,6379758,190319,111557,78762,6189439,N,NULL,9,16/12/2020,NULL
253614,175671,19,28/06/2022,6266807,190319,112951,77368,6076488,N,NULL,9,16/12/2020,NULL
253615,175671,20,28/07/2022,6152444,190319,114363,75956,5962125,N,NULL,9,16/12/2020,NULL
253616,175671,21,28/08/2022,6036651,190319,115793,74527,5846332,N,NULL,9,16/12/2020,NULL
253617,175671,22,28/09/2022,5919411,190319,117240,73079,5729092,N,NULL,9,16/12/2020,NULL
253618,175671,23,28/10/2022,5800705,190319,118706,71614,5610386,N,NULL,9,16/12/2020,NULL
253619,175671,24,28/11/2022,5680515,190319,120190,70130,5490196,N,NULL,9,16/12/2020,NULL
253620,175671,25,28/12/2022,5558823,190319,121692,68627,5368504,N,NULL,9,16/12/2020,NULL
253621,175671,26,28/01/2023,5435610,190319,123213,67106,5245291,N,NULL,9,16/12/2020,NULL
253622,175671,27,28/02/2023,5310857,190319,124753,65566,5120538,N,NULL,9,16/12/2020,NULL
253623,175671,28,28/03/2023,5184544,190319,126313,64007,4994225,N,NULL,9,16/12/2020,NULL
253624,175671,29,28/04/2023,5056652,190319,127892,62428,4866333,N,NULL,9,16/12/2020,NULL
253625,175671,30,28/05/2023,4927162,190319,129490,60829,4736843,N,NULL,9,16/12/2020,NULL
253626,175671,31,28/06/2023,4796053,190319,131109,59211,4605734,N,NULL,9,16/12/2020,NULL
253627,175671,32,28/07/2023,4663305,190319,132748,57572,4472986,N,NULL,9,16/12/2020,NULL
253628,175671,33,28/08/2023,4528898,190319,134407,55912,4338579,N,NULL,9,16/12/2020,NULL
253629,175671,34,28/09/2023,4392811,190319,136087,54232,4202492,N,NULL,9,16/12/2020,NULL
253630,175671,35,28/10/2023,4255023,190319,137788,52531,4064704,N,NULL,9,16/12/2020,NULL
253631,175671,36,28/11/2023,4115512,190319,139511,50809,3925193,N,NULL,9,16/12/2020,NULL
253632,175671,37,28/12/2023,3974257,190319,141255,49065,3783938,N,NULL,9,16/12/2020,NULL
253633,175671,38,28/01/2024,3831237,190319,143020,47299,3640918,N,NULL,9,16/12/2020,NULL
253634,175671,39,28/02/2024,3686429,190319,144808,45511,3496110,N,NULL,9,16/12/2020,NULL
253635,175671,40,28/03/2024,3539811,190319,146618,43701,3349492,N,NULL,9,16/12/2020,NULL
253636,175671,41,28/04/2024,3391360,190319,148451,41869,3201041,N,NULL,9,16/12/2020,NULL
253637,175671,42,28/05/2024,3241054,190319,150306,40013,3050735,N,NULL,9,16/12/2020,NULL
253638,175671,43,28/06/2024,3088869,190319,152185,38134,2898550,N,NULL,9,16/12/2020,NULL
253639,175671,44,28/07/2024,2934781,190319,154088,36232,2744462,N,NULL,9,16/12/2020,NULL
253640,175671,45,28/08/2024,2778767,190319,156014,34306,2588448,N,NULL,9,16/12/2020,NULL
253641,175671,46,28/09/2024,2620803,190319,157964,32356,2430484,N,NULL,9,16/12/2020,NULL
253642,175671,47,28/10/2024,2460865,190319,159938,30381,2270546,N,NULL,9,16/12/2020,NULL
253643,175671,48,28/11/2024,2298927,190319,161938,28382,2108608,N,NULL,9,16/12/2020,NULL
253644,175671,49,28/12/2024,2134965,190319,163962,26358,1944646,N,NULL,9,16/12/2020,NULL
253645,175671,50,28/01/2025,1968954,190319,166011,24308,1778635,N,NULL,9,16/12/2020,NULL
253646,175671,51,28/02/2025,1800868,190319,168086,22233,1610549,N,NULL,9,16/12/2020,NULL
253647,175671,52,28/03/2025,1630680,190319,170188,20132,1440361,N,NULL,9,16/12/2020,NULL
253648,175671,53,28/04/2025,1458365,190319,172315,18005,1268046,N,NULL,9,16/12/2020,NULL
253649,175671,54,28/05/2025,1283896,190319,174469,15851,1093577,N,NULL,9,16/12/2020,NULL
253650,175671,55,28/06/2025,1107246,190319,176650,13670,916927,N,NULL,9,16/12/2020,NULL
253651,175671,56,28/07/2025,928388,190319,178858,11462,738069,N,NULL,9,16/12/2020,NULL
253652,175671,57,28/08/2025,747294,190319,181094,9226,556975,N,NULL,9,16/12/2020,NULL
253653,175671,58,28/09/2025,563937,190319,183357,6962,373618,N,NULL,9,16/12/2020,NULL
253654,175671,59,28/10/2025,378288,190319,185649,4670,187969,N,NULL,9,16/12/2020,NULL
253655,175671,60,28/11/2025,190318,190319,187969,2350,0,N,NULL,9,16/12/2020,NULL
253656,175672,1,30/12/2020,16200000,380639,180639,200000,15819361,N,NULL,9,16/12/2020,NULL
253657,175672,2,30/01/2021,16017103,380639,182897,197742,15636464,N,NULL,9,16/12/2020,NULL
253658,175672,3,28/02/2021,15831920,380639,185183,195456,15451281,N,NULL,9,16/12/2020,NULL
253659,175672,4,28/03/2021,15644422,380639,187498,193141,15263783,N,NULL,9,16/12/2020,NULL
253660,175672,5,28/04/2021,15454580,380639,189842,190797,15073941,N,NULL,9,16/12/2020,NULL
253661,175672,6,28/05/2021,15262365,380639,192215,188424,14881726,N,NULL,9,16/12/2020,NULL
253662,175672,7,28/06/2021,15067748,380639,194617,186022,14687109,N,NULL,9,16/12/2020,NULL
253663,175672,8,28/07/2021,14870698,380639,197050,183589,14490059,N,NULL,9,16/12/2020,NULL
253664,175672,9,28/08/2021,14671185,380639,199513,181126,14290546,N,NULL,9,16/12/2020,NULL
253665,175672,10,28/09/2021,14469178,380639,202007,178632,14088539,N,NULL,9,16/12/2020,NULL
253666,175672,11,28/10/2021,14264646,380639,204532,176107,13884007,N,NULL,9,16/12/2020,NULL
253667,175672,12,28/11/2021,14057557,380639,207089,173550,13676918,N,NULL,9,16/12/2020,NULL
253668,175672,13,28/12/2021,13847880,380639,209677,170961,13467241,N,NULL,9,16/12/2020,NULL
253669,175672,14,28/01/2022,13635582,380639,212298,168341,13254943,N,NULL,9,16/12/2020,NULL
253670,175672,15,28/02/2022,13420630,380639,214952,165687,13039991,N,NULL,9,16/12/2020,NULL
253671,175672,16,28/03/2022,13202991,380639,217639,163000,12822352,N,NULL,9,16/12/2020,NULL
253672,175672,17,28/04/2022,12982632,380639,220359,160279,12601993,N,NULL,9,16/12/2020,NULL
253673,175672,18,28/05/2022,12759518,380639,223114,157525,12378879,N,NULL,9,16/12/2020,NULL
253674,175672,19,28/06/2022,12533615,380639,225903,154736,12152976,N,NULL,9,16/12/2020,NULL
253675,175672,20,28/07/2022,12304888,380639,228727,151912,11924249,N,NULL,9,16/12/2020,NULL
253676,175672,21,28/08/2022,12073302,380639,231586,149053,11692663,N,NULL,9,16/12/2020,NULL
253677,175672,22,28/09/2022,11838821,380639,234481,146158,11458182,N,NULL,9,16/12/2020,NULL
253678,175672,23,28/10/2022,11601409,380639,237412,143227,11220770,N,NULL,9,16/12/2020,NULL
253679,175672,24,28/11/2022,11361030,380639,240379,140260,10980391,N,NULL,9,16/12/2020,NULL
253680,175672,25,28/12/2022,11117646,380639,243384,137255,10737007,N,NULL,9,16/12/2020,NULL
253681,175672,26,28/01/2023,10871220,380639,246426,134213,10490581,N,NULL,9,16/12/2020,NULL
253682,175672,27,28/02/2023,10621713,380639,249507,131132,10241074,N,NULL,9,16/12/2020,NULL
253683,175672,28,28/03/2023,10369088,380639,252625,128013,9988449,N,NULL,9,16/12/2020,NULL
253684,175672,29,28/04/2023,10113305,380639,255783,124856,9732666,N,NULL,9,16/12/2020,NULL
253685,175672,30,28/05/2023,9854324,380639,258981,121658,9473685,N,NULL,9,16/12/2020,NULL
253686,175672,31,28/06/2023,9592106,380639,262218,118421,9211467,N,NULL,9,16/12/2020,NULL
253687,175672,32,28/07/2023,9326610,380639,265496,115143,8945971,N,NULL,9,16/12/2020,NULL
253688,175672,33,28/08/2023,9057796,380639,268814,111825,8677157,N,NULL,9,16/12/2020,NULL
253689,175672,34,28/09/2023,8785622,380639,272174,108464,8404983,N,NULL,9,16/12/2020,NULL
253690,175672,35,28/10/2023,8510045,380639,275577,105062,8129406,N,NULL,9,16/12/2020,NULL
253691,175672,36,28/11/2023,8231024,380639,279021,101618,7850385,N,NULL,9,16/12/2020,NULL
253692,175672,37,28/12/2023,7948515,380639,282509,98130,7567876,N,NULL,9,16/12/2020,NULL
253693,175672,38,28/01/2024,7662475,380639,286040,94598,7281836,N,NULL,9,16/12/2020,NULL
253694,175672,39,28/02/2024,7372859,380639,289616,91023,6992220,N,NULL,9,16/12/2020,NULL
253695,175672,40,28/03/2024,7079623,380639,293236,87403,6698984,N,NULL,9,16/12/2020,NULL
253696,175672,41,28/04/2024,6782721,380639,296902,83737,6402082,N,NULL,9,16/12/2020,NULL
253697,175672,42,28/05/2024,6482108,380639,300613,80026,6101469,N,NULL,9,16/12/2020,NULL
253698,175672,43,28/06/2024,6177737,380639,304371,76268,5797098,N,NULL,9,16/12/2020,NULL
253699,175672,44,28/07/2024,5869562,380639,308175,72464,5488923,N,NULL,9,16/12/2020,NULL
253700,175672,45,28/08/2024,5557535,380639,312027,68612,5176896,N,NULL,9,16/12/2020,NULL
253701,175672,46,28/09/2024,5241607,380639,315928,64711,4860968,N,NULL,9,16/12/2020,NULL
253702,175672,47,28/10/2024,4921730,380639,319877,60762,4541091,N,NULL,9,16/12/2020,NULL
253703,175672,48,28/11/2024,4597855,380639,323875,56764,4217216,N,NULL,9,16/12/2020,NULL
253704,175672,49,28/12/2024,4269931,380639,327924,52715,3889292,N,NULL,9,16/12/2020,NULL
253705,175672,50,28/01/2025,3937908,380639,332023,48616,3557269,N,NULL,9,16/12/2020,NULL
253706,175672,51,28/02/2025,3601735,380639,336173,44466,3221096,N,NULL,9,16/12/2020,NULL
253707,175672,52,28/03/2025,3261360,380639,340375,40264,2880721,N,NULL,9,16/12/2020,NULL
253708,175672,53,28/04/2025,2916730,380639,344630,36009,2536091,N,NULL,9,16/12/2020,NULL
253709,175672,54,28/05/2025,2567792,380639,348938,31701,2187153,N,NULL,9,16/12/2020,NULL
253710,175672,55,28/06/2025,2214493,380639,353299,27339,1833854,N,NULL,9,16/12/2020,NULL
253711,175672,56,28/07/2025,1856777,380639,357716,22923,1476138,N,NULL,9,16/12/2020,NULL
253712,175672,57,28/08/2025,1494590,380639,362187,18452,1113951,N,NULL,9,16/12/2020,NULL
253713,175672,58,28/09/2025,1127876,380639,366714,13924,747237,N,NULL,9,16/12/2020,NULL
253714,175672,59,28/10/2025,756578,380639,371298,9340,375939,N,NULL,9,16/12/2020,NULL
253715,175672,60,28/11/2025,380638,380639,375939,4699,0,N,NULL,9,16/12/2020,NULL
253716,175673,1,30/12/2020,16200000,380639,180639,200000,15819361,N,NULL,9,16/12/2020,NULL
253717,175673,2,30/01/2021,16017103,380639,182897,197742,15636464,N,NULL,9,16/12/2020,NULL
253718,175673,3,28/02/2021,15831920,380639,185183,195456,15451281,N,NULL,9,16/12/2020,NULL
253719,175673,4,28/03/2021,15644422,380639,187498,193141,15263783,N,NULL,9,16/12/2020,NULL
253720,175673,5,28/04/2021,15454580,380639,189842,190797,15073941,N,NULL,9,16/12/2020,NULL
253721,175673,6,28/05/2021,15262365,380639,192215,188424,14881726,N,NULL,9,16/12/2020,NULL
253722,175673,7,28/06/2021,15067748,380639,194617,186022,14687109,N,NULL,9,16/12/2020,NULL
253723,175673,8,28/07/2021,14870698,380639,197050,183589,14490059,N,NULL,9,16/12/2020,NULL
253724,175673,9,28/08/2021,14671185,380639,199513,181126,14290546,N,NULL,9,16/12/2020,NULL
253725,175673,10,28/09/2021,14469178,380639,202007,178632,14088539,N,NULL,9,16/12/2020,NULL
253726,175673,11,28/10/2021,14264646,380639,204532,176107,13884007,N,NULL,9,16/12/2020,NULL
253727,175673,12,28/11/2021,14057557,380639,207089,173550,13676918,N,NULL,9,16/12/2020,NULL
253728,175673,13,28/12/2021,13847880,380639,209677,170961,13467241,N,NULL,9,16/12/2020,NULL
253729,175673,14,28/01/2022,13635582,380639,212298,168341,13254943,N,NULL,9,16/12/2020,NULL
253730,175673,15,28/02/2022,13420630,380639,214952,165687,13039991,N,NULL,9,16/12/2020,NULL
253731,175673,16,28/03/2022,13202991,380639,217639,163000,12822352,N,NULL,9,16/12/2020,NULL
253732,175673,17,28/04/2022,12982632,380639,220359,160279,12601993,N,NULL,9,16/12/2020,NULL
253733,175673,18,28/05/2022,12759518,380639,223114,157525,12378879,N,NULL,9,16/12/2020,NULL
253734,175673,19,28/06/2022,12533615,380639,225903,154736,12152976,N,NULL,9,16/12/2020,NULL
253735,175673,20,28/07/2022,12304888,380639,228727,151912,11924249,N,NULL,9,16/12/2020,NULL
253736,175673,21,28/08/2022,12073302,380639,231586,149053,11692663,N,NULL,9,16/12/2020,NULL
253737,175673,22,28/09/2022,11838821,380639,234481,146158,11458182,N,NULL,9,16/12/2020,NULL
253738,175673,23,28/10/2022,11601409,380639,237412,143227,11220770,N,NULL,9,16/12/2020,NULL
253739,175673,24,28/11/2022,11361030,380639,240379,140260,10980391,N,NULL,9,16/12/2020,NULL
253740,175673,25,28/12/2022,11117646,380639,243384,137255,10737007,N,NULL,9,16/12/2020,NULL
